Unique ID,broadperiod,period,thickness,diameter,weight,axis,Primary material,axis_known,Manufacture method,Primary Material_n,URL,Manufacture Method_n,Image URL,Saved Image,length,height,width,obverseDescription,reverseDescription,obverseLegend,reverseLegend,reverseType,regionName,cultureName,inscription,objectCertainty,rulerName,mintName,denominationName,tribeName,categoryTerm,moneyerName
BH-EBD1C5,ROMAN,6,1.6,19.8,2.24,-1.0,Base Silver,0,Struck or hammered,0,https://finds.org.uk/database/artefacts/record/id/163964,0,https://finds.org.uk/images/jwatters/medium/Roman coin 06 111 - 8.jpg,BH-EBD1C5.jpg,,,,"Radiate, draped bust right, on crescent.",Vesta seated left holding patera and transverse sceptre,SALONINA AVG,[V]ESTA,,Eastern,,,Certain,Salonina (sole reign of Gallienus),Rome,Radiate (antoninianus),,,
BH-EBA0F0,ROMAN,6,1.8,19.0,2.36,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/163956,8,https://finds.org.uk/images/jwatters/medium/Roman coin 06 111 - 7.jpg,BH-EBA0F0.jpg,,,,"Laureate, draped and cuirassed bust right.","Providentia standing left, holding wand over globe, and cornucopiae.",IMP C D CAEL BALBINVS AVG,PROVIDENT[IA DE]ORVM,,Eastern,,,Certain,Balbinus,Rome,Denarius (Empire),,,
BH-97A7E1,ROMAN,6,4.0,32.0,22.0,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/163714,2,https://finds.org.uk/images/jwatters/medium/Roman coin 06 257 - 110.jpg,BH-97A7E1.jpg,,,,Diademed and draped bust right with hair in long plait,"Concordia standing left leaning on column, holding patera and double cornucopiae",[SABINA] AVGVSTA-HADRIANI AVG P P,"CONCO[RDIA AVG], S C",,Eastern,,,Certain,Sabina,Rome,Sestertius,,,
BH-FF7F53,ROMAN,6,1.4,19.1,2.79,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/162578,2,https://finds.org.uk/images/jwatters/medium/Roman coin 06 257 - 56.jpg,BH-FF7F53.jpg,,,,Radiate and cuirassed bust right.,"Galley left with mast, cabin and six rowers; waves",IMP C ALLECTVS P F AVG,VIRTVS AVG,,Eastern,,,Certain,Allectus,Londinium,Q radiate,,,
BH-99EEA7,ROMAN,6,1.5,21.9,3.14,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/161934,2,https://finds.org.uk/images/jwatters/medium/Roman coin 06 257 - 44.jpg,BH-99EEA7.jpg,,,,"Radiate, draped, cuirassed bust right.","Pax standing left, holding olive branch and cornocopia.",IMP C CARAVSIVS P [F A]V[G],PAX AVG,,Eastern,,,Certain,Carausius,,Radiate (antoninianus),,,
BH-989326,ROMAN,6,2.5,20.9,7.16,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/161922,2,https://finds.org.uk/images/jwatters/medium/Roman coin 06 257 - 36.jpg,BH-989326.jpg,,,,Radiate bust / head right.,Pax running left holding olive branch and sceptre,Illegible.,"Probably: [P M TR P VII COS II P P, S C]",,Eastern,,,Certain,Severus Alexander,,Dupondius,,,
BH-9835E2,ROMAN,6,3.0,27.7,9.76,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/161920,2,https://finds.org.uk/images/jwatters/medium/Roman coin 06 257 - 34.jpg,BH-9835E2.jpg,,,,Laureate head right.,"Fides standing left, holding a patera and cornocopia.",[IMP C]AES VESPASIAN AVG COS [ ],FIDES [PVBLICA] S C,,Eastern,,,Certain,Vespasian,Lugdunum,As,,,
BH-980D64,ROMAN,6,1.0,17.4,1.95,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/161919,2,https://finds.org.uk/images/jwatters/medium/Roman coin 06 257 - 33.jpg,BH-980D64.jpg,,,,"Laureate, cuirassed (poss draped) bust right.","Radiate Sol standing left, right arm raised, chlamys over one shoulder.",IMP CONSTANTINVS P F AVG,SOLI INV-I-CTO COMITI,,Eastern,,,Certain,Constantine I,Arelatum,Nummus (AE 1 - AE 4),,,
BH-96B902,ROMAN,6,1.0,19.7,2.37,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/161915,2,https://finds.org.uk/images/jwatters/medium/Roman coin 06 257 - 29.jpg,BH-96B902.jpg,,,,"Diademed, draped bust right, on crescent.",Juno standing left holding patera and vertical sceptre,SALONINA AVG,IVNO REGINA,,Eastern,,,Certain,Salonina (sole reign of Gallienus),Rome,Radiate (antoninianus),,,
BH-9A40F7,ROMAN,6,2.12,19.79,3.47,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/160439,2,https://finds.org.uk/images/jwatters/medium/Roman coin 06 111 - 21.jpg,BH-9A40F7.jpg,,,,"Radiate, draped and cuirassed bust right.","Pax standing left, holding [olive branch] and sceptre.",IMP CAR[AVSIVS .. A]VG,[PAX AVG],,Eastern,,,Certain,Carausius,Unattributed,Radiate (antoninianus),,,
BH-71F131,ROMAN,6,1.4,21.0,3.89,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/160397,2,https://finds.org.uk/images/jwatters/medium/Roman coin 06 257 - 15.jpg,BH-71F131.jpg,,,,"Radiate, draped, cuirassed bust right.",Pax standing left holding branch and vertical sceptre,[ ... ],Probably [PAX AVG],,Eastern,,,Certain,Carausius,,Radiate (antoninianus),,,
BH-446563,ROMAN,6,1.75,21.68,3.25,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/160132,2,https://finds.org.uk/images/jwatters/medium/Roman coin 06 111 - 16.jpg,BH-446563.jpg,,,,"Radiate, draped and cuirassed bust right.",Pax standing left with olive branch and transverse sceptre,IMP C ALLECTVS P F AVG,PAX AVG,,Eastern,,,Certain,Allectus,"C mint (Uncertain, England)",Radiate (antoninianus),,,
BH-4405C4,ROMAN,6,1.71,21.14,2.19,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/160110,2,https://finds.org.uk/images/jwatters/medium/Roman coin 06 111 - 15.jpg,BH-4405C4.jpg,,,,Radiate and cuirassed bust right.,Galley left with mast; other details unclear; apparently waves,I[MP C ALL](I)CTVS P F AVG,[ ... ],,Eastern,,,Certain,Allectus,,Q radiate,,,
BH-1C4D56,ROMAN,6,1.7,19.7,2.42,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/159824,2,https://finds.org.uk/images/jwatters/medium/Roman coin 06 272 - 7.jpg,BH-1C4D56.jpg,,,,Diademed and draped bust right,Victory advancing left holding wreath and palm,[...]VALEN-[...],[SECVR]ITAS [REI PVB]LICA[E],SECVRITAS REI PVBLICAE,Eastern,,,Certain,Valens,,Nummus (AE 1 - AE 4),,,
BH-1746A5,ROMAN,6,1.8,17.0,2.96,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/159708,8,https://finds.org.uk/images/jwatters/medium/Roman coin 06 269 - 1.jpg,BH-1746A5.jpg,,,,Laureate head right.,"Livia standing left, holding patera and sceptre.",IMP SER GALBA [C]A[ESAR AVG...,DIVA [AVGVSTA],,,,,,Galba,Rome,Denarius (Empire),,,
BH-09F057,ROMAN,6,1.87,22.93,3.95,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/159695,2,https://finds.org.uk/images/jwatters/medium/Roman coin 06 111 - 14.jpg,BH-09F057.jpg,,,,"Bare-headed, cuirassed bust right.",2 victories placing shield [inscribed VOT...] on altar.,Illegible.,[VICTORIAE DD NN AVG ET CAE],,Eastern,,,Certain,Decentius,Unattributed,Nummus (AE 1 - AE 4),,,
BH-9909C7,GREEK AND ROMAN PROVINCIAL,2,2.6,23.5,6.09,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/159015,2,https://finds.org.uk/images/jwatters/medium/Roman coin 06 271 - 42.jpg,BH-9909C7.jpg,,,,Laureate head right.,Two goats standing face to face; their forelegs on an amphora placed between them.,M AVP ANTÙ-NINO AVG,KI-AN-ÙN,,,,,,Elagabalus,,Uncertain,,,
BH-8A2938,ROMAN,6,1.0,18.0,1.18,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/158959,2,https://finds.org.uk/images/jwatters/medium/Roman coin 06 271 - 44.jpg,BH-8A2938.jpg,,,,Radiate and cuirassed bust right.,Possibly a galley,Possibly [IMP C ALLECTVS P F AVG],Illegible.,,Eastern,,,Certain,Allectus,,Q radiate,,,
BH-89FF53,ROMAN,6,1.7,22.1,3.4,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/158954,2,https://finds.org.uk/images/jwatters/medium/Roman coin 06 271 - 43.jpg,BH-89FF53.jpg,,,,Radiate bust right.,"(probably) Pax standing left, holding olive branch and [sceptre].",IMP C AL[LECTVS P F AVG],[PAX AVG],,Eastern,,,Certain,Allectus,,Radiate (antoninianus),,,
BH-882713,ROMAN,6,1.4,20.3,2.86,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/158922,2,https://finds.org.uk/images/jwatters/medium/Roman coin 06 271 - 33.jpg,BH-882713.jpg,,,,"Radiate, draped and cuirassed bust right.","Laetitia standing left, holding wreath and anchor",IMP C ALLECTVS P[F AVG],[LAETITIA AVG],,Eastern,,,Certain,Allectus,Londinium,Radiate (antoninianus),,,
BH-0915E7,ROMAN,6,1.5,19.5,2.57,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/158248,2,https://finds.org.uk/images/jwatters/medium/Roman coin 06 278 - 3.jpg,BH-0915E7.jpg,,,,"Radiate, (draped?) and cuirassed bust right.","Galley left with mast, cabin and probably 4 rowers; unclear if waves or not",[IMP] C ALLECTVS P F AVG,VIRTVS AVG,,Eastern,,,Certain,Allectus,Londinium,Q radiate,,,
BH-08F0A2,ROMAN,6,1.4,23.2,2.3,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/158245,2,https://finds.org.uk/images/jwatters/medium/Roman coin 06 278 - 2.jpg,BH-08F0A2.jpg,,,,Radiate and cuirassed bust right.,"Pax standing left, holding olive branch and transverse sceptre",IM[P C ALLECTVS P F AVG] or similar,[P]AX A[VG],,Eastern,,,Certain,Allectus,,Radiate (antoninianus),,,
BUC-92B9A4,ROMAN,6,,18.6,3.8,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/154868,8,https://finds.org.uk/images/jmoss/medium/DSCN5888.JPG,BUC-92B9A4.png,,,,Helmeted head right of Roma,Galloping biga right,,,,Eastern,,,Certain,Republic,,Denarius (Roman Republic),,,
BH-EDC543,ROMAN,6,1.2,19.7,1.98,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/154118,2,https://finds.org.uk/images/jwatters/medium/Roman coin 06 205 - 4.jpg,BH-EDC543.jpg,,,,Laureate head right.,Wreath around VOT X,Illegible.,[CAESAR]VM NOSTR[ORVM],CAESARVM NOSTRORVM,Eastern,,,Certain,House of Constantine,Londinium,Nummus (AE 1 - AE 4),,,
BH-EDACC7,ROMAN,6,1.4,16.9,1.9,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/154117,2,https://finds.org.uk/images/jwatters/medium/Roman coin 06 205 - 3.jpg,BH-EDACC7.jpg,,,,"Pearl diademed, draped, and cuirassed bust right",Victory advancing left holding wreath and palm,Illegible.,[SECVRITAS REI PVBLICAE],SECVRITAS REI PVBLICAE,Eastern,,,Certain,House of Valentinian,,Nummus (AE 1 - AE 4),,,
BUC-555615,ROMAN,6,1.31,16.91,1.62,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/152785,8,https://finds.org.uk/images/jmoss/medium/Dscn6548.jpg,BUC-555615.jpg,,,,"Pearl-diad, dr & cuir r.",Roma standing left holding spear and victory on a globe,[D N] VALENTIN[I]ANVS P F AVG,[V]RBS [ROMA],,Eastern,,[DN] VALENTIN[I]ANVS P F AVG // [V]RBS [ROMA],Certain,Valentinian I,Trier,Siliqua,,,
BUC-5538A2,ROMAN,6,1.77,17.93,2.06,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/152775,8,https://finds.org.uk/images/jmoss/medium/Dscn6546.jpg,BUC-5538A2.jpg,,,,Bare headed and draped bust right,Mars advancing right with trophy and spear,P SEPTIMIVS GETA CAES,MARTI VICTORI,,,,,,Geta,Eastern mint,Denarius (Empire),,,
BUC-544656,IRON AGE,3,1.1,11.62,0.64,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/152721,2,https://finds.org.uk/images/jmoss/medium/Dscn6518.jpg,BUC-544656.jpg,,,,CVNO/BE[LI] inside rectangles; (pellet and ring motifs above and below),Victory seated left,,,,Eastern,,CVNO / BE[LI] //,Certain,Cunobelin,,Unit (silver),,,
BH-410A78,ROMAN,6,1.7,23.0,4.43,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/152617,2,https://finds.org.uk/images/jwatters/medium/Roman coin 06 267 - 3.jpg,BH-410A78.jpg,,,,"[Diademed, draped] bust right.","Concordia seated left, holding [patera] and double cornucopiae.",[MAR]CIA OTACIL SEV[ERA AVG],[CON]CORDIA [AVGG],,Eastern,,,Certain,Otacilia Severa,Rome,As,,,
BH-CBF506,ROMAN,6,0.9,18.2,1.53,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/149032,8,https://finds.org.uk/images/jwatters/medium/Roman coin 06 200 - 56.jpg,BH-CBF506.jpg,,,,"Diademed, draped and cuirassed bust right.","Roma seated left on cuirass, holding Victory on globe and sceptre.",D N HONORI-VS P F AVG,VIRTVS ROMANORVM,,Eastern,,,Certain,Honorius (emperor),Mediolanum,Siliqua,,,
BH-B5E551,ROMAN,6,1.6,23.1,2.68,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/148842,2,https://finds.org.uk/images/jwatters/medium/Roman coin 06 200 - 2.jpg,BH-B5E551.jpg,,,,Radiate and cuirassed bust right.,Pax standing left holding branch and vertical sceptre,[ ... ],Probably [PAX AVG],,Eastern,,,Certain,Allectus,,Radiate (antoninianus),,,
BH-A25D21,ROMAN,6,1.9,17.8,2.05,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/148649,2,https://finds.org.uk/images/jwatters/medium/Roman coin 06 201 - 5.jpg,BH-A25D21.jpg,,,,"Radiate, draped bust right.",Blundered image,[IM]P C C[ARAVSIVS P F AVG],No lettering visible.,,Eastern,,,Certain,Carausius,,Radiate (antoninianus),,,
BH-A24C20,ROMAN,6,1.3,20.0,2.0,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/148646,2,https://finds.org.uk/images/jwatters/medium/Roman coin 06 201 - 4.jpg,BH-A24C20.jpg,,,,Radiate bust right.,Victory standing left holding (wreath) and palm,IMP CARAVS[ ... ],[PAX A?]VG,,Eastern,,,Certain,Carausius,Unattributed,Radiate (antoninianus),,,
BH-A21D05,ROMAN,6,1.9,22.9,3.7,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/148637,2,https://finds.org.uk/images/jwatters/medium/Roman coin 06 201 - 2.jpg,BH-A21D05.jpg,,,,"Radiate, draped and cuirassed right","Pax standing left, holding olive branch and vertical sceptre.",IMP (C) CARAVSIVS P F AVG,[PAX] AVGGG,,Eastern,,,Certain,Carausius,"C mint (Uncertain, England)",Radiate (antoninianus),,,
BH-F5F6B6,ROMAN,6,1.4,23.2,2.48,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/147415,2,https://finds.org.uk/images/jwatters/medium/Roman coin 06 251 - 11.jpg,BH-F5F6B6.jpg,,,,"Radiate, draped and cuirassed bust right.","Pax standing left, holding olive branch and (vertical?) sceptre.",(IMP) C CAR[AV]SIVS P F AVG,[PA]X AVG,,Eastern,,,Certain,Carausius,,Radiate (antoninianus),,,
BH-F5BD67,ROMAN,6,2.3,18.3,3.03,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/147404,8,https://finds.org.uk/images/jwatters/medium/Roman coin 06 251 - 14.jpg,BH-F5BD67.jpg,,,,Head right.,"Ceres standing left, holding cornucopiae and two corn ears.",[IMP] OTHO CAESAR AVG TR [P],PONT MAX,,,,,,Otho,Rome,Denarius (Empire),,,
BH-FB1820,ROMAN,6,3.3,22.7,6.84,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/145988,2,https://finds.org.uk/images/jwatters/medium/Roman coin 06 135 - 66.jpg,BH-FB1820.jpg,,,,Laureate head right.,"Britannia seated, resting head on right hand, holding sceptre, shield to right",[...],"[PONT MAX TR POT COS III S C, BRI]TANN[IA] (in exergue)",,Eastern,,,Certain,Hadrian,Rome,As,,,
BH-F6A6F2,EARLY MEDIEVAL,1,1.3,12.1,0.95,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/145912,8,https://finds.org.uk/images/jwatters/medium/Early med coin 06 135 - 35.jpg,BH-F6A6F2.jpg,,,,Standing figure holding two crosses.,"Monster looking right, ring and pellet in right field.",No legend.,No legend.,,Eastern,,,Certain,Anonymous (early penny/sceatta),Unknown,Sceat,,Early Anglo-Saxon silver coin (sceatta),
BH-E6B1B1,ROMAN,6,1.6,22.8,3.95,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/145883,2,https://finds.org.uk/images/jwatters/medium/Roman coin 06 135 - 30b.jpg,BH-E6B1B1.jpg,,,,"Radiate, draped and cuirassed bust right.","Pax standing left, holding olive branch and vertical sceptre.",IMP CARAVSIVS P F AVG,P[AX AVG],,Eastern,,,Certain,Carausius,Londinium,Radiate (antoninianus),,,
BH-B6FB75,ROMAN,6,1.4,17.7,2.87,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/145563,8,https://finds.org.uk/images/jwatters/medium/Roman coin 06 208 - 3.jpg,BH-B6FB75.jpg,,,,"Diademed head of Venus right, cupid on shoulder.",Gallia and a Gaulish captive seated beneath trophy.,No legend.,[C]A[E]SAR in ex.,,,,,,Republic,Spain,Denarius (Roman Republic),,,"Iulius Caesar, C."
BH-CE6D66,ROMAN,6,2.0,18.3,3.57,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/144344,8,https://finds.org.uk/images/jwatters/medium/Roman coin 06 147 - 1.jpg,BH-CE6D66.jpg,,,,"Diademed, [draped] bust of the Genius of the Roman people right.",Globe between rudder and sceptre.,G.P.R,"EX-SC around image, CN LEN Q below.",,Eastern,,,Certain,Republic,Spain,Denarius (Roman Republic),,,"Cornelius Lentulus Marcellinus, Cn."
BH-82A9F7,ROMAN,6,1.7,18.6,1.62,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/142571,8,https://finds.org.uk/images/jwatters/medium/Roman coin 06 98 - 11.jpg,BH-82A9F7.jpg,,,,"Laureate, draped and cuirassed bust right, with horn","Elagabalus holding a patera and a club, bull behind altar, star in field.",IMP ANTONINVS [PI]VS AVG,INVICTVS S[ACERDOS AVG],,Eastern,,,Certain,Elagabalus,Rome,Denarius (Empire),,,
BH-827B25,ROMAN,6,,,,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/142568,2,https://finds.org.uk/images/jwatters/medium/Roman coin 06 98 - 12.jpg,BH-827B25.jpg,,,,"Laureate, draped, cuirassed bust right.","Sol standing left, chlamys hanging behind, right hand raised, globe in left.",IMP C CONSTANTINVS PF AVG,SOLI IN[VICTO C]OMITI,SOLI INVICTO COMITI,Eastern,,,Certain,Constantine I,Ostia,Nummus (AE 1 - AE 4),,,
BH-822F78,ROMAN,6,2.1,19.1,3.12,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/142566,2,https://finds.org.uk/images/jwatters/medium/Roman coin 06 98 - 13.jpg,BH-822F78.jpg,,,,"Radiate, draped and cuirassed bust right.","Providentia standing left, holding cornucopiae and globe.",IMP C ALLECTVS P F AVG,PROVID AVG,,Eastern,,,Certain,Allectus,Londinium,Radiate (antoninianus),,,
FASA-6E0E46,IRON AGE,3,,17.0,3.32,-1.0,Tin or tin alloy,0,Cast,9,https://finds.org.uk/database/artefacts/record/id/141282,9,https://finds.org.uk/images/dpett/medium/Thurrock potin 31-8-06.jpg,FASA-6E0E46.jpg,,,,head of Apollo left,bull butting right,,MA (above bull)(MA = Marseilles; this coin type derives from a coin type of the Greek city of Marseilles or Massilia),,Eastern,,,Certain,,,uncertain,,,
BH-58B897,ROMAN,6,1.0,18.6,1.53,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/140178,2,https://finds.org.uk/images/jwatters/medium/Roman coin 06 97 - 10.jpg,BH-58B897.jpg,,,,Laureate and cuirassed bust right.,"Mars standing right, holding spear and shield.",CONSTANTINVS AVG,MARTI-CONSERV,,,,,,Constantine I,Trier,Nummus (AE 1 - AE 4),,,
BH-5880C2,ROMAN,6,1.6,18.5,2.97,-1.0,Copper alloy,0,Struck or hammered,2,https://finds.org.uk/database/artefacts/record/id/140175,2,https://finds.org.uk/images/jwatters/medium/Roman coin 06 97 - 9.jpg,BH-5880C2.jpg,,,,"Laureate, draped and cuirassed right",Camp gate with two turrets; star above,CONSTANTINVS IVN NOB C,PROVID[ENTIAE CAESS],PROVIDENTIAE CAESS,Eastern,,,Certain,Constantine II,Londinium,Nummus (AE 1 - AE 4),,,
BH-469CC6,EARLY MEDIEVAL,1,0.4,19.4,0.88,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/140072,8,https://finds.org.uk/images/jwatters/medium/Med coin 06 105 - 2.jpg,BH-469CC6.jpg,,,,Diademed head right.,Cross potent.,+ECGB[EORH]T REX,D[UNUN]MONETA,,Eastern,,,Certain,Ecgberht of Wessex,Rochester,Penny,,Coin of the kings of Wessex 9th-10th centuries,
BH-A0FFF4,EARLY MEDIEVAL,1,1.2,11.6,1.13,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/138230,8,https://finds.org.uk/images/jwatters/medium/Saxon coin 06 96 - 70.jpg,BH-A0FFF4.jpg,,,,"Diademed head right, five pellets above.","Bird on cross, annulets to left and right.",Illegible.,VA......,,Eastern,,,Certain,,,Sceat,,,
BH-9E9007,EARLY MEDIEVAL,1,1.4,11.3,1.12,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/138181,8,https://finds.org.uk/images/jwatters/medium/Saxon coin 06 96 - 67.jpg,BH-9E9007.jpg,,,,"Radiate bust right, V with annulet either side behind head, oTIC in front.",Standard containing TOTII.,TIC,[TO]TII,,Eastern,Anglo-Saxon,,Certain,Anonymous (early penny/sceatta),Unknown,,,Early Anglo-Saxon silver coin (sceatta),
BH-8D4135,IRON AGE,3,2.4,16.5,6.32,-1.0,Gold,0,Struck or hammered,3,https://finds.org.uk/database/artefacts/record/id/138118,3,https://finds.org.uk/images/jwatters/medium/IA coin 06 96 - 56.jpg,BH-8D4135.jpg,,,,Blank,"Horse right; five pellets, curved symbol and crescent above; wheel in front of and behind horse; crescent and pellet below; line below.",No legend,No legend,,Eastern,,,Certain,Uninscribed,,Stater (gold),,,
